customer_id,name,age,email,phone_number,flight_id,airline_name,departure_city,arrival_city,departure_date,ticket_price,class,booking_id,booking_date,status,payment_method,additional_services,departure_time,arrival_time
78395647,Jane Park,77,littlemichelle@example.net,7123122579,AK-MumPun,Akasa Air,Mumbai,Pune,2025-02-01,5156.95,Economy,84417447,2024-03-19,Canceled,Credit Card,None,13:35,16:15
59612233,Scott George,66,craigwalker@example.com,7705335863,AI-BenPun,Air India,Bengaluru,Pune,2024-12-14,4087.11,Business,37787302,2024-02-19,Confirmed,UPI,Extra Baggage,08:45,11:30
35123172,Reginald Stout,26,jennifer27@example.net,7967899280,SJ-KolCha,Spice Jet,Kolkata,Chandigarh,2025-02-02,7927.36,Economy,67759664,2024-02-29,Canceled,Credit Card,None,15:35,18:30
41902317,Dennis Robinson,34,catherinekrause@example.net,8040497374,AI-KolInd,Air India,Kolkata,Indore,2025-01-24,6897.38,Economy,75870418,2024-02-18,Confirmed,Debit Card,Extra Baggage,14:15,17:00
33740637,Allison Miller,72,ywalker@example.net,9233893768,AK-BenGoa,Akasa Air,Bengaluru,Goa,2024-12-14,4044.71,Economy,17361158,2024-01-16,Confirmed,Credit Card,None,20:35,23:15
20203979,Christopher Winters,76,veronicahenson@example.org,6726213603,AI-KolInd,Air India,Kolkata,Indore,2025-02-11,6221.8,Business,64110930,2024-06-14,Pending,UPI,Meal Preference,14:15,17:00
72306511,Brandy Williams,80,halljennifer@example.net,7045531939,IN-CheCha,Indigo,Chennai,Chandigarh,2025-01-31,4381.88,Business,60979334,2024-06-09,Canceled,UPI,None,09:25,12:20
61352536,Rebekah Lynch,73,mejiawayne@example.com,7259868248,SJ-BenAhm,Spice Jet,Bengaluru,Ahmadabad,2024-12-27,4815.8,Economy,49445451,2024-03-04,Canceled,Debit Card,Extra Baggage,10:10,13:05
47536306,Victoria Brown,29,lindseybryant@example.com,9843139634,AI-BenInd,Air India,Bengaluru,Indore,2024-12-12,7626.71,Business,32921089,2024-01-20,Canceled,Credit Card,Extra Baggage,08:15,11:00
33593772,Eduardo Hill,51,echavez@example.com,9948145505,AI-NewPun,Air India,New Delhi,Pune,2024-12-01,6514.55,Economy,83468926,2024-08-20,Canceled,Credit Card,Meal Preference,20:45,23:30
74640845,Michael Dominguez,75,meghansmith@example.org,8340985090,AI-BenAhm,Air India,Bengaluru,Ahmadabad,2024-12-16,6735.98,Business,82026943,2024-10-28,Pending,Credit Card,Meal Preference,06:15,09:00
37603898,Annette Cortez,34,powerswilliam@example.org,6377231649,AK-BenHyd,Akasa Air,Bengaluru,Hyderabad,2024-12-08,5609.37,Business,69949662,2024-08-07,Pending,Credit Card,Extra Baggage,20:15,22:55
62730012,Michele Newton,18,erik64@example.com,7815529059,IN-MumInd,Indigo,Mumbai,Indore,2024-12-25,4086.1,Economy,15384250,2024-10-13,Pending,UPI,Meal Preference,14:25,17:20
34982437,Christine Barnes,36,tparsons@example.net,9697944996,IN-MumHyd,Indigo,Mumbai,Hyderabad,2024-12-06,4662.16,Economy,76696096,2024-02-01,Confirmed,Credit Card,Meal Preference,14:05,17:00
61556703,Danielle Holt,65,gibsonrebecca@example.com,8294733401,IN-BenGoa,Indigo,Bengaluru,Goa,2025-01-19,5486.18,Business,42566180,2024-10-08,Canceled,UPI,Meal Preference,07:45,10:40
23025392,Haley Jones,65,hendersonlindsey@example.org,7075567742,AI-NewAhm,Air India,New Delhi,Ahmadabad,2024-12-23,5080.62,Economy,64650796,2024-01-09,Canceled,UPI,None,18:15,21:00
70823735,Sharon Thompson,28,leechristopher@example.com,8740090370,IN-BenCha,Indigo,Bengaluru,Chandigarh,2025-01-01,4953.82,Business,18877142,2024-06-15,Pending,Debit Card,None,07:25,10:20
26901906,Jennifer Hughes,19,jamesgillespie@example.org,9807897535,SJ-MumInd,Spice Jet,Mumbai,Indore,2024-12-29,6754.8,Economy,63207591,2024-04-10,Pending,Credit Card,None,19:20,22:15
34077363,Donald Hunt,35,nyoung@example.org,6996987229,AI-CheCha,Air India,Chennai,Chandigarh,2024-12-16,6483.76,Economy,16388270,2024-11-13,Canceled,Debit Card,Extra Baggage,09:45,12:30
49523343,Jorge Johnson,64,erin84@example.com,9894135607,AI-KolHyd,Air India,Kolkata,Hyderabad,2025-01-12,6885.61,Business,39281591,2024-08-15,Canceled,UPI,None,13:45,16:30
60389673,Kathleen Lee,24,imelendez@example.org,9817380320,SJ-NewHyd,Spice Jet,New Delhi,Hyderabad,2025-02-02,4264.88,Business,45661710,2024-01-19,Canceled,Debit Card,Meal Preference,21:25,00:20
28921463,Brian Colon,69,paulataylor@example.net,9567678537,SJ-CheHyd,Spice Jet,Chennai,Hyderabad,2024-12-12,4193.44,Economy,96748981,2024-10-16,Confirmed,Debit Card,Meal Preference,13:55,16:50
30113471,Chloe Mitchell,38,smithtravis@example.org,7691711702,AK-MumAhm,Akasa Air,Mumbai,Ahmadabad,2025-01-13,4501.57,Business,13793657,2024-10-02,Canceled,Debit Card,Meal Preference,15:15,17:55
61427572,Lisa Macdonald MD,64,kylemorgan@example.com,6892916110,SJ-BenHyd,Spice Jet,Bengaluru,Hyderabad,2024-12-23,5548.5,Economy,85993513,2024-04-20,Confirmed,UPI,Meal Preference,11:25,14:20
52015830,Thomas Mccarthy,18,hernandezdaniel@example.net,7553450338,AI-MumCha,Air India,Mumbai,Chandigarh,2024-12-02,6973.91,Economy,51118742,2024-01-10,Pending,UPI,Extra Baggage,15:45,18:30
62288013,Mark Alvarez,68,taylorsmith@example.org,7455857197,AI-CheHyd,Air India,Chennai,Hyderabad,2025-01-26,5180.41,Economy,73695629,2024-02-06,Confirmed,UPI,Extra Baggage,10:45,13:30
35983157,Victor Miller,80,vernon03@example.org,8909283740,IN-NewHyd,Indigo,New Delhi,Hyderabad,2025-01-23,5358.56,Business,71005118,2024-11-12,Pending,Credit Card,Meal Preference,16:05,19:00
46599555,Jeffrey Hoffman,69,smiththomas@example.com,6535242996,SJ-KolCha,Spice Jet,Kolkata,Chandigarh,2025-02-07,7332.79,Business,70630279,2024-06-29,Pending,UPI,None,15:35,18:30
38587529,Jonathon Bowen,59,pstone@example.com,6583302428,IN-CheCha,Indigo,Chennai,Chandigarh,2025-01-14,6785.54,Business,24782079,2024-01-04,Pending,UPI,None,09:25,12:20
34135206,William Smith,75,rebeccagamble@example.net,6251498347,SJ-NewCha,Spice Jet,New Delhi,Chandigarh,2024-12-16,7809.74,Economy,31905276,2024-07-11,Confirmed,Debit Card,Extra Baggage,20:35,23:30
58006600,Kaylee Bowman,24,rharrison@example.net,7531498419,AI-KolInd,Air India,Kolkata,Indore,2025-01-09,5977.68,Business,47706935,2024-07-16,Confirmed,UPI,Meal Preference,14:15,17:00
75422255,Jennifer Walker,36,travis78@example.net,7455766950,AK-CheAhm,Akasa Air,Chennai,Ahmadabad,2025-01-04,7220.72,Business,95423563,2024-03-17,Confirmed,Credit Card,Meal Preference,19:15,21:55
66633905,Steve Powell,73,gross@example.com,8715935916,AI-NewGoa,Air India,New Delhi,Goa,2025-01-09,7662.11,Business,45346187,2024-04-03,Confirmed,Debit Card,Meal Preference,19:15,22:00
51375406,Michael Garcia,69,rachel29@example.org,8738201878,SJ-MumGoa,Spice Jet,Mumbai,Goa,2025-01-18,7273.01,Economy,80053941,2024-03-20,Pending,Credit Card,Extra Baggage,18:30,21:25
68525084,Heather Baker,50,walter62@example.org,9221136861,AK-KolPun,Akasa Air,Kolkata,Pune,2024-12-08,5715.94,Business,54050219,2024-06-11,Confirmed,UPI,None,15:35,18:15
77565067,Thomas Pearson,28,djones@example.org,7203749314,IN-BenGoa,Indigo,Bengaluru,Goa,2025-01-19,7227.3,Business,97825556,2024-05-20,Confirmed,Debit Card,Meal Preference,07:45,10:40
50418915,Chris Dennis,78,margaret60@example.com,6667672996,AI-NewAhm,Air India,New Delhi,Ahmadabad,2024-12-29,4839.34,Economy,66352261,2024-06-07,Pending,Credit Card,Meal Preference,18:15,21:00
25742013,Brianna Erickson,54,watsonbrianna@example.net,6008664720,IN-BenGoa,Indigo,Bengaluru,Goa,2024-12-04,6386.34,Economy,50105171,2024-06-03,Pending,Credit Card,None,07:45,10:40
31461281,Gregory Mcneil,23,joneslindsay@example.com,7284742090,AI-MumInd,Air India,Mumbai,Indore,2025-01-13,7016.88,Economy,64591628,2024-08-03,Confirmed,Credit Card,Meal Preference,17:15,20:00
47270050,Stephanie Bell,54,theresa41@example.com,8091922997,AK-BenAhm,Akasa Air,Bengaluru,Ahmadabad,2024-12-18,6854.27,Business,24801471,2024-09-12,Pending,Debit Card,None,21:05,23:45
35371133,Stephanie Stevens,68,christopherandrews@example.org,8717817313,AI-NewInd,Air India,New Delhi,Indore,2024-12-14,5094.24,Economy,57126332,2024-05-18,Pending,Credit Card,Meal Preference,20:15,23:00
23779709,Erica Johnson,50,hernandezamanda@example.org,7565918080,AI-NewCha,Air India,New Delhi,Chandigarh,2025-01-28,5981.52,Economy,98638713,2024-02-26,Canceled,Debit Card,None,18:45,21:30
48619697,Frank Manning,52,thomas35@example.org,8749749466,AI-CheAhm,Air India,Chennai,Ahmadabad,2025-01-18,4695.33,Economy,43350933,2024-09-20,Confirmed,Debit Card,None,09:15,12:00
63990368,Stephen Roberts,27,estradamatthew@example.net,8010433656,SJ-ChePun,Spice Jet,Chennai,Pune,2024-12-28,5261.57,Business,30311360,2024-02-10,Confirmed,UPI,None,14:45,17:40
53404549,Michael Rodriguez,47,jenniferskinner@example.net,9199604523,IN-BenGoa,Indigo,Bengaluru,Goa,2025-01-11,4547.33,Business,72091086,2024-06-29,Pending,Credit Card,Extra Baggage,07:45,10:40
42980765,Patricia Price DVM,44,sallywade@example.org,6752393555,SJ-KolGoa,Spice Jet,Kolkata,Goa,2024-12-22,7874.66,Business,44942242,2024-06-18,Pending,UPI,Meal Preference,16:00,18:55
31937327,Joshua Hogan,38,qporter@example.org,8029837101,IN-NewPun,Indigo,New Delhi,Pune,2025-01-10,5406.34,Economy,42299879,2024-07-25,Pending,UPI,None,16:45,19:40
30458185,Casey Santiago,80,umorgan@example.net,6524745264,AI-KolPun,Air India,Kolkata,Pune,2025-01-27,6105.62,Economy,75794560,2024-05-06,Confirmed,UPI,Meal Preference,14:45,17:30
77145649,Misty Grant,72,kennethroman@example.net,6720776404,IN-CheInd,Indigo,Chennai,Indore,2024-12-15,7430.3,Economy,59566431,2024-03-21,Canceled,UPI,None,10:25,13:20
58282335,Kathleen Adams,65,sconrad@example.org,7959336195,AI-BenInd,Air India,Bengaluru,Indore,2024-12-03,7735.16,Economy,28631098,2024-06-01,Confirmed,Credit Card,Meal Preference,08:15,11:00
57614519,Susan Scott,21,wendykelley@example.net,6982415523,AI-CheInd,Air India,Chennai,Indore,2024-12-08,6454.57,Economy,77042084,2024-10-04,Pending,UPI,Extra Baggage,11:15,14:00
46653424,Kelly Kirk,59,glopez@example.com,9908098317,AK-CheAhm,Akasa Air,Chennai,Ahmadabad,2025-01-23,5992.47,Business,48504026,2024-02-23,Canceled,UPI,Extra Baggage,19:15,21:55
43300861,Rachel Torres,29,spencerbrandon@example.net,6637071090,SJ-CheCha,Spice Jet,Chennai,Chandigarh,2024-12-01,4129.1,Business,25570594,2024-05-14,Canceled,UPI,None,13:05,16:00
41416338,Misty Kaufman,50,martinamber@example.com,9505522547,SJ-NewPun,Spice Jet,New Delhi,Pune,2025-01-09,4958.44,Economy,31234334,2024-05-08,Canceled,UPI,Extra Baggage,22:15,01:10
24683252,Matthew Duncan,42,sarah39@example.com,7905007226,AK-KolPun,Akasa Air,Kolkata,Pune,2025-01-30,4413.38,Business,33129725,2024-01-21,Canceled,Debit Card,None,15:35,18:15
27504104,Jamie Sandoval,68,kathleenmartinez@example.org,6144999182,AK-KolPun,Akasa Air,Kolkata,Pune,2024-12-15,6016.15,Business,23789939,2024-04-09,Confirmed,Credit Card,Extra Baggage,15:35,18:15
75365623,Christy French,19,charles23@example.org,8202134465,IN-KolInd,Indigo,Kolkata,Indore,2024-12-13,5042.09,Economy,62242887,2024-04-28,Canceled,UPI,Extra Baggage,12:25,15:20
61853795,Margaret Perez,48,lrollins@example.com,7721361926,AI-CheHyd,Air India,Chennai,Hyderabad,2025-01-26,6986.49,Business,52401915,2024-10-10,Pending,UPI,None,10:45,13:30
27932964,Nicole Fowler,56,timothy01@example.org,7822657341,AK-BenHyd,Akasa Air,Bengaluru,Hyderabad,2025-02-13,5308.93,Economy,87601669,2024-07-14,Pending,Debit Card,Meal Preference,20:15,22:55
76763680,Nancy Tate,74,brandy80@example.com,9547630224,AK-KolCha,Akasa Air,Kolkata,Chandigarh,2025-01-11,5352.13,Economy,82306495,2024-04-30,Pending,UPI,None,16:55,19:35
31807818,Derek Hernandez,70,hannah67@example.net,8306581050,AI-BenHyd,Air India,Bengaluru,Hyderabad,2025-01-24,7766.23,Business,50068192,2024-10-26,Confirmed,UPI,Meal Preference,07:45,10:30
31112403,James Schneider,38,devinharris@example.net,8539158610,SJ-ChePun,Spice Jet,Chennai,Pune,2025-02-09,5797.02,Business,72795239,2024-03-14,Confirmed,UPI,None,14:45,17:40
76590336,Alison Graham,27,xjones@example.org,7404748602,AK-BenCha,Akasa Air,Bengaluru,Chandigarh,2024-12-10,4148.88,Business,13920372,2024-04-21,Pending,Debit Card,Extra Baggage,20:55,23:35
25243025,Andrew Bowers,73,richardstaylor@example.org,7298581464,AK-KolInd,Akasa Air,Kolkata,Indore,2025-02-10,6980.86,Business,50714734,2024-05-14,Canceled,Debit Card,Meal Preference,15:55,18:35
20600123,Christina Lopez,47,zmiller@example.org,9197679197,AK-KolInd,Akasa Air,Kolkata,Indore,2024-12-18,5442.36,Economy,66937023,2024-04-11,Pending,Debit Card,None,15:55,18:35
30452411,Crystal Wright,23,halltonya@example.net,7223721747,SJ-KolInd,Spice Jet,Kolkata,Indore,2025-01-25,6013.1,Business,95761048,2024-07-06,Canceled,UPI,None,16:50,19:45
44959061,Rachel Jackson,27,etran@example.org,6981063055,AI-BenAhm,Air India,Bengaluru,Ahmadabad,2025-01-22,4827.5,Economy,67879433,2024-01-31,Pending,Debit Card,Extra Baggage,06:15,09:00
55707735,Christine Carpenter,62,webbdaniel@example.net,6572238525,IN-CheInd,Indigo,Chennai,Indore,2025-02-09,7240.32,Business,92460597,2024-08-30,Confirmed,Debit Card,Extra Baggage,10:25,13:20
61409874,William Ho,25,hardychristopher@example.org,6598890042,SJ-CheAhm,Spice Jet,Chennai,Ahmadabad,2025-01-18,5736.63,Economy,80073189,2024-08-06,Confirmed,Debit Card,Extra Baggage,12:40,15:35
46360227,Kimberly Howell,64,patrick64@example.net,7619745596,AI-KolAhm,Air India,Kolkata,Ahmadabad,2024-12-29,4692.83,Business,99283658,2024-06-29,Pending,Debit Card,Extra Baggage,12:15,15:00
63773896,Jason Fuller,41,mhudson@example.com,9580077117,IN-MumPun,Indigo,Mumbai,Pune,2024-12-04,6007.75,Business,83289670,2024-07-01,Canceled,UPI,None,14:45,17:40
71950455,Laurie Brown,20,suzannemurray@example.org,9175233505,SJ-NewCha,Spice Jet,New Delhi,Chandigarh,2025-01-12,5164.55,Business,37371564,2024-06-09,Canceled,UPI,Extra Baggage,20:35,23:30
55682708,Thomas Allen,46,maryjohnson@example.net,7779767182,AI-CheAhm,Air India,Chennai,Ahmadabad,2025-01-13,5125.46,Economy,46726293,2024-03-24,Canceled,Credit Card,Extra Baggage,09:15,12:00
38572249,Jose Melton,62,dennisjane@example.com,8965954513,SJ-MumGoa,Spice Jet,Mumbai,Goa,2024-12-08,7424.8,Economy,28827308,2024-06-15,Pending,Debit Card,Meal Preference,18:30,21:25
78174443,Rebecca Velazquez,28,estradajohn@example.com,9389365431,AI-MumGoa,Air India,Mumbai,Goa,2025-01-14,4587.18,Business,29590583,2024-05-30,Pending,Debit Card,None,16:15,19:00
69204918,Jacob King PhD,23,dochoa@example.com,8830610648,AK-MumInd,Akasa Air,Mumbai,Indore,2025-01-09,4068.17,Economy,28129634,2024-04-29,Canceled,Debit Card,Extra Baggage,13:55,16:35
32960368,Jamie Rosales,32,vickiwhitaker@example.net,7449918127,IN-CheCha,Indigo,Chennai,Chandigarh,2024-12-11,5496.27,Business,86102411,2024-02-15,Canceled,Credit Card,None,09:25,12:20
50321475,Jennifer Edwards,23,fosterkayla@example.net,9893627956,AI-BenAhm,Air India,Bengaluru,Ahmadabad,2025-02-07,4273.09,Business,10143148,2024-11-06,Canceled,Debit Card,None,06:15,09:00
40692290,Andrew Preston,26,fferguson@example.net,9706039818,SJ-MumAhm,Spice Jet,Mumbai,Ahmadabad,2025-02-13,7883.65,Business,21012263,2024-02-18,Canceled,Credit Card,None,17:40,20:35
28429498,Charles Brown,39,ystephens@example.net,9723731935,AI-KolCha,Air India,Kolkata,Chandigarh,2025-01-01,7641.37,Business,66955401,2024-08-21,Canceled,UPI,Extra Baggage,12:45,15:30
32832406,Anthony Rangel,61,xpayne@example.com,8283797016,IN-CheAhm,Indigo,Chennai,Ahmadabad,2025-02-09,7048.27,Business,31110139,2024-10-03,Confirmed,UPI,None,09:05,12:00
35359965,Ms. Melissa Long,68,evan62@example.com,9593514828,AI-KolGoa,Air India,Kolkata,Goa,2025-02-01,6958.93,Economy,47818547,2024-01-12,Pending,Debit Card,Extra Baggage,13:15,16:00
20153628,Peter Lawson,42,adampatterson@example.org,9872862710,IN-MumPun,Indigo,Mumbai,Pune,2025-02-08,7243.12,Economy,25898369,2024-08-01,Canceled,Credit Card,Meal Preference,14:45,17:40
66715357,Jerome Jackson,22,xbrown@example.com,8883581792,AI-MumPun,Air India,Mumbai,Pune,2024-12-08,4484.3,Economy,65688391,2024-07-26,Pending,Credit Card,None,17:45,20:30
49652002,Yolanda Hahn,70,williammayo@example.com,8189549011,IN-NewPun,Indigo,New Delhi,Pune,2025-02-08,6099.68,Business,40480143,2024-05-08,Canceled,Debit Card,None,16:45,19:40
48041095,Sarah Moore,53,caleb40@example.net,6607639278,SJ-BenPun,Spice Jet,Bengaluru,Pune,2025-01-07,5896.55,Business,35659910,2024-03-16,Pending,Credit Card,None,12:15,15:10
53290321,Zachary Murillo,77,samanthamoore@example.org,9279293687,AI-KolHyd,Air India,Kolkata,Hyderabad,2024-12-15,7558.89,Business,61172074,2024-08-23,Confirmed,Credit Card,Extra Baggage,13:45,16:30
49669048,Janice Hogan,73,andersonpeter@example.net,8022986380,SJ-CheCha,Spice Jet,Chennai,Chandigarh,2025-01-04,4838.9,Economy,11778451,2024-01-26,Pending,Debit Card,Extra Baggage,13:05,16:00
46735087,Michael Garza,64,ericmiller@example.org,8705608878,AI-MumInd,Air India,Mumbai,Indore,2025-01-09,6692.75,Business,80630356,2024-09-19,Pending,Debit Card,None,17:15,20:00
71090182,Katie Arnold,27,nicholasmccall@example.net,9330234521,AI-MumInd,Air India,Mumbai,Indore,2024-12-01,7887.45,Business,15550946,2024-04-26,Pending,Credit Card,Meal Preference,17:15,20:00
51960450,Jeremy Reyes,43,heather34@example.com,7716240462,IN-CheCha,Indigo,Chennai,Chandigarh,2025-01-22,6726.58,Economy,61437729,2024-06-04,Pending,UPI,Extra Baggage,09:25,12:20
24206753,Robert Cox,72,zburns@example.net,6643603207,AK-ChePun,Akasa Air,Chennai,Pune,2025-01-30,6588.41,Business,27858599,2024-01-11,Confirmed,Credit Card,Meal Preference,17:35,20:15
36192873,Ryan Scott,63,cynthia74@example.org,9401381395,SJ-MumHyd,Spice Jet,Mumbai,Hyderabad,2025-01-02,4072.06,Business,32680922,2024-11-08,Pending,Credit Card,None,18:55,21:50
26309649,Emily Foster,25,rleblanc@example.com,7964532731,IN-KolAhm,Indigo,Kolkata,Ahmadabad,2024-12-19,7746.44,Economy,36047389,2024-10-02,Canceled,Credit Card,None,11:05,14:00
22882377,Hannah Johnson,52,ecox@example.com,8038140076,AK-MumHyd,Akasa Air,Mumbai,Hyderabad,2024-12-06,4688.06,Business,27716246,2024-04-04,Confirmed,Debit Card,None,14:15,16:55
33861284,Cameron Ramos,39,smithvanessa@example.net,8581327875,SJ-NewHyd,Spice Jet,New Delhi,Hyderabad,2025-01-22,6236.99,Economy,63417612,2024-02-03,Canceled,UPI,None,21:25,00:20
74781376,Shannon Lawrence,59,tiffanysimmons@example.org,8586888507,SJ-MumHyd,Spice Jet,Mumbai,Hyderabad,2024-12-03,4912.99,Economy,21122910,2024-04-11,Pending,UPI,Extra Baggage,18:55,21:50
21683011,Anthony Petersen,30,xdaniels@example.org,7977665389,IN-CheInd,Indigo,Chennai,Indore,2024-12-13,5162.07,Business,94842831,2024-07-07,Canceled,Credit Card,Extra Baggage,10:25,13:20
29067451,Veronica Hughes,40,ycarr@example.org,8815122410,SJ-KolGoa,Spice Jet,Kolkata,Goa,2024-12-01,6187.8,Business,38337342,2024-08-12,Confirmed,UPI,Meal Preference,16:00,18:55
56461022,David Duncan,34,margaretgallagher@example.net,9426876904,IN-KolAhm,Indigo,Kolkata,Ahmadabad,2024-12-14,5893.26,Economy,75349936,2024-02-03,Canceled,Debit Card,Extra Baggage,11:05,14:00
65729322,Steven Wade,51,tammypearson@example.org,8303011102,SJ-BenHyd,Spice Jet,Bengaluru,Hyderabad,2024-12-21,6430.56,Economy,63790237,2024-05-08,Pending,Credit Card,Extra Baggage,11:25,14:20
57368620,Stephen Woodward,79,lclark@example.net,9844390747,IN-CheAhm,Indigo,Chennai,Ahmadabad,2025-01-21,5200.16,Economy,42301163,2024-02-21,Canceled,Debit Card,Meal Preference,09:05,12:00
39232239,Stephen Moore,77,martinmark@example.org,9671312031,AI-MumAhm,Air India,Mumbai,Ahmadabad,2025-01-19,5391.55,Economy,99284360,2024-10-28,Pending,Debit Card,Meal Preference,15:15,18:00
43782433,Karen Bryan,67,cjohnson@example.net,9925172752,IN-BenAhm,Indigo,Bengaluru,Ahmadabad,2025-01-23,5019.38,Economy,97243951,2024-03-28,Confirmed,Credit Card,None,07:05,10:00
71255420,Darren Carson,48,allenjodi@example.com,8738296523,AI-BenInd,Air India,Bengaluru,Indore,2024-12-25,4843.23,Economy,22506753,2024-07-03,Canceled,Debit Card,None,08:15,11:00
77574052,Jason Camacho,78,dennisclayton@example.net,8222707962,AK-CheHyd,Akasa Air,Chennai,Hyderabad,2024-12-04,6252.18,Business,79105823,2024-02-29,Canceled,UPI,Extra Baggage,18:15,20:55
70941137,Jonathan Morris,28,fischerzachary@example.com,9082108007,IN-KolInd,Indigo,Kolkata,Indore,2024-12-08,4046.8,Economy,37649480,2024-06-29,Confirmed,Credit Card,None,12:25,15:20
45965635,Rebecca Lee,21,jasontaylor@example.com,7428077523,AK-NewAhm,Akasa Air,New Delhi,Ahmadabad,2025-01-21,6507.11,Business,25750110,2024-07-31,Pending,Debit Card,Meal Preference,13:15,15:55
62073764,Brandon Thompson,27,william53@example.net,8588081275,AI-CheAhm,Air India,Chennai,Ahmadabad,2025-01-14,6588.56,Business,21252077,2024-08-13,Pending,Debit Card,Extra Baggage,09:15,12:00
46601212,Michelle Holland,51,andrewstewart@example.org,6390479010,AK-KolPun,Akasa Air,Kolkata,Pune,2024-12-17,4524.12,Business,78469635,2024-07-30,Confirmed,UPI,Extra Baggage,15:35,18:15
41320636,Nicholas Yoder,47,christopherali@example.com,8302660311,AK-ChePun,Akasa Air,Chennai,Pune,2025-02-13,5765.64,Business,94391518,2024-08-13,Canceled,UPI,None,17:35,20:15
53681405,Michele Johnson,68,ihall@example.com,7406559181,AK-NewHyd,Akasa Air,New Delhi,Hyderabad,2025-01-20,6558.18,Business,17182561,2024-03-03,Canceled,UPI,Meal Preference,12:15,14:55
44804656,David Taylor,21,obrienstephen@example.net,7960680929,AI-CheHyd,Air India,Chennai,Hyderabad,2024-12-05,4951.53,Business,56219926,2024-05-31,Pending,Credit Card,None,10:45,13:30
48361869,Michael Collins,19,elizabeth13@example.com,6091955145,SJ-MumCha,Spice Jet,Mumbai,Chandigarh,2024-12-04,6907.16,Economy,25662687,2024-09-16,Canceled,Credit Card,None,18:05,21:00
44539546,Joshua Smith,77,jwalker@example.org,6746601889,IN-BenPun,Indigo,Bengaluru,Pune,2024-12-16,4270.63,Business,37517575,2024-07-06,Canceled,Debit Card,Extra Baggage,08:45,11:40
33270777,Annette Day,75,josebaker@example.net,7040601520,AI-KolInd,Air India,Kolkata,Indore,2024-12-02,5612.68,Business,25771587,2024-05-14,Canceled,Debit Card,Meal Preference,14:15,17:00
65050062,Jennifer Cooper,57,ytran@example.org,6264079773,IN-NewInd,Indigo,New Delhi,Indore,2024-12-28,4562.79,Business,67203973,2024-07-21,Confirmed,UPI,Extra Baggage,16:25,19:20
69550978,Elizabeth Braun,49,benjamin62@example.com,8752686314,AI-BenAhm,Air India,Bengaluru,Ahmadabad,2024-12-20,5415.8,Business,87990821,2024-01-09,Pending,Credit Card,Extra Baggage,06:15,09:00
21426468,Kevin Bowers,78,skinnerbenjamin@example.com,9907715096,AK-MumAhm,Akasa Air,Mumbai,Ahmadabad,2025-02-10,4949.72,Business,71636976,2024-03-04,Confirmed,Debit Card,None,15:15,17:55
71461595,Abigail Cain,67,eric85@example.com,8594271673,AI-MumHyd,Air India,Mumbai,Hyderabad,2024-12-01,7771.09,Economy,35822407,2024-03-15,Confirmed,Credit Card,Meal Preference,16:45,19:30
32664488,Samantha Fry,71,rwhite@example.com,8025718725,AK-BenInd,Akasa Air,Bengaluru,Indore,2025-01-12,5706.77,Business,93219592,2024-09-05,Confirmed,UPI,Extra Baggage,19:55,22:35
48795501,Wanda Hernandez,19,gregoryrichard@example.net,7495138537,AI-NewGoa,Air India,New Delhi,Goa,2024-12-23,4801.53,Business,60569364,2024-09-20,Pending,Credit Card,Extra Baggage,19:15,22:00
40669797,Anna Allen,70,rbarber@example.net,8766264692,AK-KolAhm,Akasa Air,Kolkata,Ahmadabad,2024-12-10,7963.1,Economy,17738584,2024-07-09,Canceled,Credit Card,None,17:15,19:55
36923171,Erica Powers,47,milescynthia@example.net,8494474663,SJ-BenGoa,Spice Jet,Bengaluru,Goa,2025-01-24,4976.67,Business,10596437,2024-09-12,Canceled,Debit Card,Meal Preference,11:00,13:55
37662463,Elizabeth Henry,43,adriennemiles@example.net,7541820043,SJ-KolAhm,Spice Jet,Kolkata,Ahmadabad,2024-12-08,6531.89,Economy,85008764,2024-10-04,Canceled,Credit Card,Extra Baggage,15:10,18:05
61784596,Kathryn Medina,43,rodgersrebecca@example.net,9087663605,SJ-NewGoa,Spice Jet,New Delhi,Goa,2025-01-11,7919.51,Business,47083690,2024-02-10,Confirmed,UPI,Extra Baggage,21:00,23:55
71609198,Erika Martin,74,lmcmillan@example.com,8422412710,IN-KolCha,Indigo,Kolkata,Chandigarh,2024-12-01,6040.36,Business,99578744,2024-06-02,Canceled,Debit Card,None,11:25,14:20
42038143,Cheryl Macias,39,anthonydavis@example.org,8977813785,AI-ChePun,Air India,Chennai,Pune,2025-01-14,5631.44,Economy,89745713,2024-11-04,Pending,Credit Card,Meal Preference,11:45,14:30
22436198,Brenda Kelly,40,davidpage@example.com,9531318810,AK-BenGoa,Akasa Air,Bengaluru,Goa,2024-12-10,5418.11,Economy,53356923,2024-03-16,Pending,UPI,Meal Preference,20:35,23:15
60930908,Michelle Mann,32,johnnysantiago@example.org,9540177874,AI-NewGoa,Air India,New Delhi,Goa,2025-01-03,5136.23,Business,49784812,2024-08-04,Confirmed,Credit Card,None,19:15,22:00
39124736,Chelsea Henderson,46,blairjeremy@example.org,6650439981,SJ-ChePun,Spice Jet,Chennai,Pune,2025-02-10,5790.88,Business,26664027,2024-07-26,Confirmed,UPI,Meal Preference,14:45,17:40
